Lead ID,Prospect ID,Conversion Status,Lead Source,Product Category,Region,Customer Segment,Date,Sales
346,446,Converted,Dealer 3,Modular Switches,West,Enterprise,08-06-2022,279.96
347,447,Not Converted,Dealer 4,MCBs,Central,Enterprise,16-01-2019,18.882
348,448,Not Converted,Dealer 4,Electrical fans,Central,Enterprise,02-04-2022,122.328
349,449,Not Converted,Dealer 4, Home Automation,West,Retail,12-09-2022,71.976
350,450,Not Converted,Dealer 6, Home Automation,East,Individual,11-06-2022,705.544
351,451,Converted,Dealer 6, Home Automation,West,Individual,27-05-2019,312.03
352,452,Converted,Dealer 4,Cabels ,South,Small Business,04-04-2022,165.6
353,453,Not Converted,Dealer 2,Electrical fans,North,Individual,04-12-2019,355.32
354,454,Converted,Dealer 1,Modular Switches,West,Wholesale,26-09-2019,39.99
355,455,Not Converted,Dealer 4,Modular Switches,Central,Wholesale,13-12-2022,146.688
356,456,Converted,Dealer 1,Electrical fans,South,Enterprise,03-10-2019,276.784
357,457,Converted,Dealer 4,Modular Switches,North,Small Business,03-03-2022,25.32
358,458,Not Converted,Dealer 5,Cabels ,West,Retail,03-03-2022,12.672
359,459,Not Converted,Dealer 2, Home Automation,North,Individual,31-12-2022,91.96
360,460,Not Converted,Dealer 6,Modular Switches,East,Individual,23-10-2019,254.97
361,461,Not Converted,Dealer 4,Cabels ,Central,Retail,07-06-2022,31.984
362,462,Converted,Dealer 4, Home Automation,West,Wholesale,20-12-2019,573.174
363,463,Not Converted,Dealer 2,Electrical fans,Central,Enterprise,04-07-2019,113.552
364,464,Converted,Dealer 3,Electrical fans,South,Small Business,20-04-2022,3.318
365,465,Not Converted,Dealer 4,Cabels ,South,Wholesale,09-05-2022,98.328
366,466,Converted,Dealer 1,Cabels ,North,Small Business,15-05-2019,1040.8
367,467,Not Converted,Dealer 2,Cabels ,South,Enterprise,27-08-2022,1603.136
368,468,Converted,Dealer 3,Modular Switches,South,Individual,21-11-2022,33
369,469,Converted,Dealer 4,Electrical fans,West,Enterprise,26-07-2019,249.95
370,470,Not Converted,Dealer 4,Modular Switches,Central,Wholesale,23-10-2019,186.54
371,471,Not Converted,Dealer 6,Modular Switches,North,Individual,22-12-2022,146.688
372,472,Converted,Dealer 3, Home Automation,South,Enterprise,26-03-2019,108.576
373,473,Not Converted,Dealer 2,Cabels ,Central,Individual,17-07-2022,18.432
374,474,Not Converted,Dealer 1,Modular Switches,East,Individual,22-01-2022,95.976
375,475,Converted,Dealer 4, Home Automation,West,Small Business,07-12-2019,1.788
376,476,Not Converted,Dealer 2,MCBs,South,Small Business,22-01-2019,22
377,477,Not Converted,Dealer 6, Home Automation,South,Wholesale,02-01-2019,47.04
378,478,Not Converted,Dealer 4,MCBs,South,Enterprise,18-05-2022,339.96
379,479,Not Converted,Dealer 3,MCBs,Central,Retail,14-09-2022,6.79
380,480,Not Converted,Dealer 2,MCBs,West,Enterprise,10-02-2022,3.048
381,481,Not Converted,Dealer 1,MCBs,West,Individual,12-05-2019,4355.168
382,482,Converted,Dealer 6,Cabels ,Central,Wholesale,25-12-2019,468.9
383,483,Converted,Dealer 2,Modular Switches,North,Wholesale,25-03-2019,72.48
384,484,Not Converted,Dealer 4,Modular Switches,West,Retail,27-07-2019,191.82
385,485,Not Converted,Dealer 1,MCBs,Central,Individual,29-10-2022,39.98
386,486,Converted,Dealer 4,Modular Switches,Central,Individual,10-07-2019,84.272
387,487,Not Converted,Dealer 4,MCBs,South,Wholesale,15-12-2019,94.68
388,488,Not Converted,Dealer 5,Modular Switches,Central,Wholesale,17-05-2019,1091.168
389,489,Converted,Dealer 3, Home Automation,South,Retail,14-07-2022,7.312
390,490,Not Converted,Dealer 5,Cabels ,East,Retail,04-08-2019,83.952
391,491,Not Converted,Dealer 6,Electrical fans,Central,Small Business,11-07-2022,8.808
392,492,Converted,Dealer 3,MCBs,West,Wholesale,11-07-2019,63.94
393,493,Not Converted,Dealer 3, Home Automation,South,Retail,23-12-2022,60.6
394,494,Not Converted,Dealer 5, Home Automation,East,Individual,28-11-2022,279.95
395,495,Not Converted,Dealer 3,Cabels ,North,Small Business,25-04-2019,24.27
396,496,Not Converted,Dealer 1,Cabels ,North,Wholesale,09-10-2022,278.4
397,497,Not Converted,Dealer 4,MCBs,North,Retail,06-09-2019,116
398,498,Converted,Dealer 1,MCBs,South,Wholesale,22-07-2019,11.68
399,499,Not Converted,Dealer 2, Home Automation,Central,Small Business,14-06-2022,8.952
400,500,Converted,Dealer 2, Home Automation,South,Enterprise,12-03-2022,8.856
401,501,Converted,Dealer 2,Cabels ,North,Wholesale,28-06-2019,85.246
402,502,Not Converted,Dealer 1,MCBs,Central,Wholesale,08-06-2022,43.6
403,503,Not Converted,Dealer 4,MCBs,East,Wholesale,06-04-2019,31.86
404,504,Converted,Dealer 2, Home Automation,North,Wholesale,30-10-2022,33.024
405,505,Converted,Dealer 3,Electrical fans,West,Retail,27-09-2022,67.136
406,506,Not Converted,Dealer 2, Home Automation,Central,Enterprise,09-07-2019,14.136
407,507,Converted,Dealer 6,Electrical fans,South,Individual,11-01-2019,207.48
408,508,Converted,Dealer 3,MCBs,South,Wholesale,10-04-2019,14.624
409,509,Converted,Dealer 3, Home Automation,West,Individual,01-01-2022,55.36
410,510,Converted,Dealer 3,Cabels ,South,Retail,16-10-2019,519.68
411,511,Converted,Dealer 2,Modular Switches,West,Enterprise,03-06-2019,276.784
412,512,Converted,Dealer 3,MCBs,North,Small Business,24-01-2019,3347.37
413,513,Not Converted,Dealer 6,MCBs,North,Small Business,09-07-2022,22.428
414,514,Converted,Dealer 1, Home Automation,South,Small Business,20-01-2022,39.872
415,515,Not Converted,Dealer 6,Modular Switches,Central,Small Business,27-09-2019,224.75
416,516,Not Converted,Dealer 4,Modular Switches,South,Small Business,08-01-2019,1.908
417,517,Converted,Dealer 3,Modular Switches,North,Enterprise,28-09-2019,15.136
418,518,Not Converted,Dealer 6, Home Automation,Central,Wholesale,02-09-2022,466.768
419,519,Not Converted,Dealer 2, Home Automation,West,Small Business,25-11-2022,15.232
420,520,Not Converted,Dealer 5,Electrical fans,North,Wholesale,06-03-2022,146.952
421,521,Converted,Dealer 6,Electrical fans,West,Individual,06-11-2019,83.136
422,522,Converted,Dealer 3,Electrical fans,East,Wholesale,06-07-2019,40.48
423,523,Converted,Dealer 2,Cabels ,Central,Individual,01-02-2019,437.85
424,524,Converted,Dealer 3,MCBs,North,Wholesale,14-07-2022,673.568
425,525,Not Converted,Dealer 4,Electrical fans,West,Individual,21-06-2019,841.568
426,526,Converted,Dealer 6,Cabels ,West,Wholesale,01-12-2019,20.416
427,527,Converted,Dealer 3,Cabels ,West,Wholesale,25-05-2019,17.48
428,528,Not Converted,Dealer 4, Home Automation,South,Enterprise,19-07-2019,121.78
429,529,Converted,Dealer 2,Modular Switches,South,Individual,07-06-2022,73.584
430,530,Converted,Dealer 5,Modular Switches,East,Wholesale,20-09-2019,232.4
431,531,Converted,Dealer 6,Electrical fans,East,Enterprise,17-10-2022,4.616
432,532,Not Converted,Dealer 4,MCBs,West,Enterprise,27-11-2022,350.98
433,533,Converted,Dealer 6,MCBs,South,Individual,24-02-2019,5.352
434,534,Not Converted,Dealer 2,MCBs,Central,Wholesale,19-10-2019,99.372
435,535,Not Converted,Dealer 2,Cabels ,Central,Enterprise,26-11-2022,631.782
436,536,Not Converted,Dealer 6,Cabels ,West,Small Business,24-04-2022,60.72
437,537,Not Converted,Dealer 3,Cabels ,South,Small Business,09-04-2022,801.568
438,538,Not Converted,Dealer 3, Home Automation,Central,Small Business,20-06-2019,885.528
439,539,Converted,Dealer 2,Cabels ,South,Wholesale,06-11-2019,239.984
440,540,Not Converted,Dealer 3,MCBs,East,Small Business,10-03-2022,701.372
441,541,Not Converted,Dealer 4,MCBs,West,Retail,14-02-2022,2.308
442,542,Not Converted,Dealer 1,Modular Switches,West,Individual,13-05-2022,49.53
443,543,Converted,Dealer 6,MCBs,South,Retail,02-07-2022,872.32
444,544,Not Converted,Dealer 4,Cabels ,South,Retail,02-02-2022,249.95
445,545,Not Converted,Dealer 2,Cabels ,North,Small Business,26-07-2022,11.952
446,546,Converted,Dealer 1,Electrical fans,Central,Individual,20-04-2022,8.928
447,547,Not Converted,Dealer 2, Home Automation,East,Enterprise,13-05-2019,271.984
448,548,Not Converted,Dealer 1,MCBs,Central,Retail,16-07-2022,48.64
449,549,Converted,Dealer 4, Home Automation,North,Enterprise,12-04-2022,393.25
450,550,Not Converted,Dealer 1,MCBs,South,Enterprise,02-02-2022,7.506
451,551,Converted,Dealer 3,Modular Switches,Central,Wholesale,08-08-2019,68.432
452,552,Not Converted,Dealer 4,Modular Switches,West,Individual,20-10-2019,532.704
453,553,Not Converted,Dealer 5, Home Automation,Central,Individual,02-02-2019,368.97
454,554,Not Converted,Dealer 2,Cabels ,South,Retail,05-11-2019,10.528
455,555,Converted,Dealer 3,Electrical fans,Central,Wholesale,17-05-2019,28
456,556,Converted,Dealer 6,MCBs,North,Wholesale,23-06-2019,12.201
457,557,Converted,Dealer 5,MCBs,East,Wholesale,01-10-2019,155.372
458,558,Converted,Dealer 3,Electrical fans,South,Individual,20-12-2019,63.2
459,559,Not Converted,Dealer 6, Home Automation,West,Individual,28-08-2019,21.44
460,560,Converted,Dealer 4, Home Automation,North,Small Business,20-09-2022,127.95
461,561,Converted,Dealer 1,MCBs,South,Individual,20-02-2022,442.372
462,562,Converted,Dealer 6,Modular Switches,West,Individual,11-01-2019,563.24
463,563,Not Converted,Dealer 1,Electrical fans,West,Wholesale,15-08-2022,286.256
464,564,Not Converted,Dealer 6,MCBs,South,Enterprise,13-09-2019,44.736
465,565,Not Converted,Dealer 5,Modular Switches,North,Retail,14-03-2022,483.136
466,566,Not Converted,Dealer 4, Home Automation,West,Enterprise,14-01-2022,747.558
467,567,Not Converted,Dealer 3,Modular Switches,East,Retail,02-08-2022,431.976
468,568,Converted,Dealer 6,Cabels ,North,Small Business,03-11-2019,2.907
469,569,Converted,Dealer 1,MCBs,West,Individual,19-05-2019,209.97
470,570,Not Converted,Dealer 5,Electrical fans,South,Retail,23-03-2022,62.94
471,571,Not Converted,Dealer 3,Modular Switches,South,Retail,25-04-2019,27.24
472,572,Converted,Dealer 1, Home Automation,North,Retail,17-10-2019,36.24
473,573,Not Converted,Dealer 4,Modular Switches,West,Retail,04-03-2022,1.964
474,574,Not Converted,Dealer 1, Home Automation,West,Individual,05-01-2019,194.848
475,575,Converted,Dealer 4,Cabels ,North,Enterprise,26-07-2019,69.9
476,576,Not Converted,Dealer 3, Home Automation,North,Retail,02-03-2019,41.85
477,577,Not Converted,Dealer 3,Electrical fans,North,Wholesale,13-01-2019,5.388
478,578,Not Converted,Dealer 1,Cabels ,East,Retail,27-12-2019,61.44
479,579,Not Converted,Dealer 4,Modular Switches,East,Individual,01-03-2022,54.792
480,580,Converted,Dealer 6,MCBs,East,Wholesale,24-09-2019,735.98
481,581,Not Converted,Dealer 3, Home Automation,South,Individual,30-09-2022,34.37
482,582,Converted,Dealer 6,Electrical fans,East,Small Business,26-06-2019,599.292
483,583,Not Converted,Dealer 6,MCBs,East,Individual,11-02-2022,915.136
484,584,Not Converted,Dealer 2,MCBs,East,Wholesale,14-03-2022,30.4
485,585,Not Converted,Dealer 1,Cabels ,West,Enterprise,08-11-2022,52.68
486,586,Converted,Dealer 1,Modular Switches,Central,Wholesale,21-03-2022,11.568
487,587,Not Converted,Dealer 1,MCBs,East,Enterprise,10-08-2022,17.904
488,588,Not Converted,Dealer 5,Electrical fans,North,Wholesale,16-06-2019,11.976
489,589,Not Converted,Dealer 3, Home Automation,East,Retail,10-04-2022,67.96
490,590,Converted,Dealer 3, Home Automation,Central,Individual,14-04-2022,27.264
491,591,Not Converted,Dealer 2, Home Automation,South,Small Business,25-08-2022,23.976
492,592,Converted,Dealer 2,Cabels ,South,Enterprise,29-06-2019,169.568
493,593,Converted,Dealer 2,Electrical fans,East,Enterprise,30-01-2019,15.992
494,594,Not Converted,Dealer 6,MCBs,North,Retail,14-07-2022,120.784
495,595,Converted,Dealer 1,Electrical fans,North,Retail,17-07-2022,76.176
496,596,Converted,Dealer 4,Cabels ,West,Wholesale,23-06-2019,43.12
497,597,Not Converted,Dealer 3,Cabels ,North,Enterprise,04-11-2019,24.96
498,598,Converted,Dealer 4,Modular Switches,West,Individual,12-09-2022,82.26
499,599,Not Converted,Dealer 1,Electrical fans,West,Wholesale,07-08-2019,1091.93
500,600,Converted,Dealer 1, Home Automation,North,Retail,03-10-2019,18.16
501,601,Converted,Dealer 3,Cabels ,North,Enterprise,03-07-2022,449.97
502,602,Not Converted,Dealer 6,Cabels ,West,Small Business,26-07-2019,1927.59
503,603,Not Converted,Dealer 2,Modular Switches,South,Small Business,26-07-2019,307.92
504,604,Not Converted,Dealer 6, Home Automation,East,Enterprise,02-03-2019,19.296
505,605,Converted,Dealer 1,Cabels ,South,Individual,19-04-2022,387.136
506,606,Not Converted,Dealer 5,MCBs,North,Enterprise,16-10-2019,7.92
507,607,Not Converted,Dealer 6, Home Automation,Central,Individual,14-08-2019,235.152
508,608,Not Converted,Dealer 2,Electrical fans,North,Retail,02-01-2019,4535.976
509,609,Not Converted,Dealer 2,Modular Switches,West,Individual,22-11-2019,242.136
510,610,Not Converted,Dealer 5,MCBs,Central,Individual,15-04-2019,19.96
511,611,Not Converted,Dealer 5,MCBs,Central,Enterprise,21-12-2019,45.568
512,612,Not Converted,Dealer 2,Electrical fans,East,Enterprise,13-11-2019,28.752
513,613,Converted,Dealer 3,Modular Switches,North,Small Business,14-03-2019,16.156
514,614,Not Converted,Dealer 3,Cabels ,East,Retail,17-04-2022,100
515,615,Converted,Dealer 4,Modular Switches,South,Wholesale,20-06-2022,359.98
516,616,Converted,Dealer 6,Cabels ,Central,Enterprise,04-07-2022,199.99
517,617,Not Converted,Dealer 1,Electrical fans,East,Retail,18-07-2019,450
518,618,Converted,Dealer 2,Electrical fans,South,Retail,16-02-2019,783.96
519,619,Converted,Dealer 4,MCBs,North,Small Business,01-06-2019,40.2
520,620,Converted,Dealer 3,MCBs,North,Enterprise,12-12-2022,43.92
521,621,Converted,Dealer 2,MCBs,West,Enterprise,05-11-2019,25.032
522,622,Converted,Dealer 6,Electrical fans,South,Retail,11-06-2022,67.136
523,623,Converted,Dealer 3,Cabels ,South,Enterprise,01-07-2019,427.644
524,624,Converted,Dealer 5,Electrical fans,East,Small Business,07-09-2019,9.728
525,625,Converted,Dealer 2,Electrical fans,Central,Small Business,30-03-2019,302.376
526,626,Converted,Dealer 4,MCBs,Central,Small Business,27-12-2022,49.536
527,627,Converted,Dealer 1,Modular Switches,West,Enterprise,19-11-2022,47.952
528,628,Not Converted,Dealer 2,MCBs,West,Enterprise,18-07-2019,37.425
529,629,Converted,Dealer 2,Modular Switches,West,Small Business,29-11-2022,63.968
530,630,Converted,Dealer 2,Cabels ,South,Individual,16-01-2019,165.048
531,631,Not Converted,Dealer 2,Cabels ,North,Wholesale,27-02-2019,38.19
532,632,Not Converted,Dealer 2, Home Automation,North,Retail,11-10-2019,756.8
533,633,Not Converted,Dealer 1, Home Automation,East,Individual,17-03-2019,11.744
534,634,Converted,Dealer 6, Home Automation,Central,Wholesale,28-11-2022,28.752
535,635,Converted,Dealer 6,Cabels ,Central,Enterprise,16-09-2019,1403.92
536,636,Converted,Dealer 1,MCBs,East,Retail,04-09-2022,68.112
537,637,Not Converted,Dealer 6,MCBs,South,Individual,31-07-2019,27.24
538,638,Converted,Dealer 4,MCBs,North,Retail,13-07-2019,217.584
539,639,Converted,Dealer 4,Electrical fans,West,Enterprise,08-08-2022,82.95
540,640,Not Converted,Dealer 1, Home Automation,North,Wholesale,20-01-2019,1101.48
541,641,Not Converted,Dealer 4,MCBs,East,Wholesale,18-07-2019,43.32
542,642,Not Converted,Dealer 1, Home Automation,North,Wholesale,18-09-2022,43.584
543,643,Converted,Dealer 4, Home Automation,West,Individual,04-01-2019,9.296
544,644,Converted,Dealer 3,Electrical fans,Central,Wholesale,09-04-2019,38.29
545,645,Converted,Dealer 1,Cabels ,East,Individual,04-04-2019,50.496
546,646,Converted,Dealer 2,MCBs,South,Individual,11-02-2019,7.712
547,647,Not Converted,Dealer 4,Electrical fans,North,Small Business,01-01-2022,4.176
548,648,Converted,Dealer 3,Cabels ,North,Individual,05-02-2022,29.12
549,649,Converted,Dealer 1,Cabels ,South,Retail,19-10-2022,104.9
550,650,Not Converted,Dealer 4,MCBs,South,Wholesale,03-09-2019,53.248
551,651,Not Converted,Dealer 2, Home Automation,West,Individual,17-01-2022,72
552,652,Not Converted,Dealer 4,Modular Switches,North,Enterprise,15-06-2019,113.888
553,653,Converted,Dealer 3, Home Automation,East,Individual,19-05-2022,81.424
554,654,Not Converted,Dealer 6, Home Automation,North,Individual,06-11-2022,238.56
555,655,Converted,Dealer 6,Modular Switches,West,Small Business,07-01-2022,207.984
556,656,Not Converted,Dealer 3,Cabels ,East,Retail,04-11-2022,35.568
557,657,Not Converted,Dealer 5,Modular Switches,East,Enterprise,16-08-2022,37.44
558,658,Converted,Dealer 1,Modular Switches,East,Small Business,08-08-2022,26.976
559,659,Not Converted,Dealer 6,Electrical fans,West,Retail,19-11-2022,14.82
560,660,Not Converted,Dealer 1,Electrical fans,North,Individual,23-01-2022,119.976
561,661,Not Converted,Dealer 5,Electrical fans,Central,Enterprise,08-12-2019,263.96
562,662,Converted,Dealer 3,Cabels ,East,Retail,10-10-2022,359.97
563,663,Not Converted,Dealer 1,Modular Switches,South,Small Business,21-07-2019,276.784
564,664,Converted,Dealer 5,MCBs,West,Individual,08-06-2019,479.97
565,665,Not Converted,Dealer 1,Modular Switches,East,Individual,24-07-2019,57.584
566,666,Not Converted,Dealer 4,Cabels ,West,Wholesale,08-08-2019,479.97
567,667,Not Converted,Dealer 4,Electrical fans,South,Small Business,09-08-2019,70.008
568,668,Not Converted,Dealer 2,Cabels ,East,Enterprise,08-06-2022,13.216
569,669,Not Converted,Dealer 6,Electrical fans,North,Individual,07-04-2022,41.958
570,670,Not Converted,Dealer 2,Cabels ,West,Wholesale,08-02-2022,334.88
571,671,Converted,Dealer 5,MCBs,East,Retail,17-04-2019,148.288
572,672,Converted,Dealer 4,Electrical fans,East,Individual,31-12-2022,178.92
573,673,Not Converted,Dealer 1,Electrical fans,West,Retail,09-06-2022,69.888
574,674,Not Converted,Dealer 3,Modular Switches,South,Individual,22-05-2022,37.3
575,675,Converted,Dealer 4,Cabels ,West,Retail,29-09-2022,81.96
576,676,Not Converted,Dealer 4, Home Automation,Central,Small Business,11-01-2019,20.368
577,677,Not Converted,Dealer 1, Home Automation,North,Retail,20-08-2019,49.848
578,678,Not Converted,Dealer 4,Modular Switches,South,Retail,13-09-2022,129.92
579,679,Converted,Dealer 4,Cabels ,North,Individual,27-08-2022,467.46
580,680,Not Converted,Dealer 5,MCBs,North,Individual,20-09-2022,5.184
581,681,Not Converted,Dealer 4,Modular Switches,West,Retail,04-11-2022,9.98
582,682,Converted,Dealer 6,Electrical fans,Central,Small Business,05-04-2022,3.64
583,683,Not Converted,Dealer 6,MCBs,East,Enterprise,08-08-2019,881.93
584,684,Converted,Dealer 6,Cabels ,Central,Wholesale,14-02-2019,59.97
585,685,Not Converted,Dealer 6,Electrical fans,South,Retail,06-08-2019,95.968
586,686,Not Converted,Dealer 4, Home Automation,Central,Small Business,11-08-2022,47.992
587,687,Not Converted,Dealer 3,Cabels ,North,Retail,21-03-2022,6.96
588,688,Not Converted,Dealer 6,Electrical fans,East,Wholesale,29-11-2022,9.888
589,689,Not Converted,Dealer 6,Cabels ,Central,Enterprise,10-05-2019,671.544
590,690,Converted,Dealer 4,Electrical fans,East,Enterprise,27-06-2022,36
591,691,Converted,Dealer 2,Cabels ,Central,Retail,15-05-2019,245.646
592,692,Converted,Dealer 5, Home Automation,East,Wholesale,08-12-2019,55.008
593,693,Converted,Dealer 1,Modular Switches,Central,Retail,21-12-2019,35.232
594,694,Not Converted,Dealer 6,Electrical fans,South,Individual,14-08-2019,41.96
595,695,Not Converted,Dealer 1,Electrical fans,East,Enterprise,08-04-2022,451.152
596,696,Converted,Dealer 6, Home Automation,West,Small Business,02-09-2019,31.504
597,697,Not Converted,Dealer 2,Modular Switches,North,Small Business,20-10-2019,6.27
598,698,Not Converted,Dealer 3,Cabels ,East,Small Business,04-11-2022,4.368
599,699,Not Converted,Dealer 2,Electrical fans,North,Wholesale,08-02-2022,31.984
600,700,Converted,Dealer 4,Modular Switches,Central,Wholesale,14-08-2019,37.68
601,701,Converted,Dealer 4,Cabels ,Central,Enterprise,26-01-2019,17.38
602,702,Not Converted,Dealer 1,Electrical fans,Central,Wholesale,22-03-2022,1474.802
603,703,Converted,Dealer 5,Electrical fans,Central,Individual,27-02-2022,110.096
604,704,Not Converted,Dealer 4,Cabels ,Central,Enterprise,09-12-2022,1537.074
605,705,Converted,Dealer 4, Home Automation,South,Enterprise,23-12-2022,449.372
606,706,Not Converted,Dealer 4,Modular Switches,North,Individual,21-03-2019,203.976
607,707,Not Converted,Dealer 6,Electrical fans,East,Individual,03-03-2019,22.752
608,708,Not Converted,Dealer 2,Cabels ,South,Individual,04-05-2022,3.136
609,709,Not Converted,Dealer 6,Electrical fans,South,Retail,21-08-2022,2279.96
610,710,Not Converted,Dealer 3,Cabels ,South,Small Business,31-10-2019,499.98
611,711,Not Converted,Dealer 6,Electrical fans,South,Small Business,09-09-2019,8.26
612,712,Not Converted,Dealer 4,MCBs,South,Enterprise,12-01-2022,408.006
613,713,Not Converted,Dealer 6, Home Automation,North,Individual,12-10-2019,19.92
614,714,Not Converted,Dealer 1,Modular Switches,East,Wholesale,10-10-2019,13.98
615,715,Not Converted,Dealer 5, Home Automation,North,Individual,27-01-2019,99.39
616,716,Not Converted,Dealer 5, Home Automation,East,Enterprise,25-02-2022,1016.792
617,717,Converted,Dealer 6,Modular Switches,South,Small Business,09-11-2022,38.136
618,718,Converted,Dealer 5, Home Automation,South,Retail,21-06-2019,361.376
619,719,Converted,Dealer 1,MCBs,Central,Individual,12-02-2022,8.32
620,720,Not Converted,Dealer 1,Cabels ,West,Small Business,23-11-2022,103.968
621,721,Converted,Dealer 6,Modular Switches,West,Enterprise,07-07-2019,61.192
622,722,Converted,Dealer 4,Cabels ,North,Enterprise,02-08-2019,67.84
623,723,Converted,Dealer 5,Electrical fans,North,Small Business,03-06-2022,1319.96
624,724,Converted,Dealer 3,MCBs,East,Small Business,01-12-2022,595
625,725,Not Converted,Dealer 1,Cabels ,Central,Individual,30-05-2019,61.12
626,726,Not Converted,Dealer 3,Cabels ,East,Wholesale,16-12-2019,14.352
627,727,Not Converted,Dealer 5,Modular Switches,Central,Individual,15-08-2022,17.712
628,728,Converted,Dealer 6,Electrical fans,West,Retail,06-06-2022,54.96
629,729,Converted,Dealer 1,Modular Switches,West,Small Business,21-02-2022,8.74
630,730,Not Converted,Dealer 3,Electrical fans,Central,Retail,21-11-2019,255.984
631,731,Converted,Dealer 1,Modular Switches,East,Retail,07-02-2019,2.628
632,732,Not Converted,Dealer 3,Cabels ,North,Wholesale,02-04-2019,14.427
633,733,Converted,Dealer 4,Cabels ,Central,Individual,02-09-2019,4.91
634,734,Not Converted,Dealer 4,MCBs,Central,Enterprise,13-08-2019,39
635,735,Converted,Dealer 5,Cabels ,Central,Retail,01-06-2019,128.4
636,736,Converted,Dealer 2, Home Automation,East,Retail,03-04-2022,244.768
637,737,Not Converted,Dealer 1,Cabels ,North,Retail,16-08-2022,27.88
638,738,Converted,Dealer 5, Home Automation,East,Retail,19-03-2019,404.94
639,739,Converted,Dealer 3,Cabels ,South,Enterprise,24-10-2022,127.554
640,740,Not Converted,Dealer 6, Home Automation,South,Individual,08-02-2019,77.952
641,741,Converted,Dealer 4, Home Automation,Central,Wholesale,01-06-2022,81.576
642,742,Not Converted,Dealer 5,Cabels ,Central,Retail,16-05-2022,39.88
643,743,Converted,Dealer 6, Home Automation,Central,Small Business,11-12-2022,12.192
644,744,Converted,Dealer 5,MCBs,North,Enterprise,26-03-2022,134.272
645,745,Not Converted,Dealer 2,Electrical fans,North,Wholesale,03-05-2019,17.216
646,746,Not Converted,Dealer 3, Home Automation,Central,Small Business,09-08-2019,88.4
647,747,Not Converted,Dealer 2, Home Automation,North,Small Business,20-02-2022,33.52
648,748,Not Converted,Dealer 4,MCBs,West,Small Business,16-07-2019,9.94
649,749,Not Converted,Dealer 6,MCBs,Central,Retail,13-02-2019,659.9
650,750,Converted,Dealer 4,Modular Switches,West,Individual,26-09-2022,1684.752
651,751,Converted,Dealer 4,Electrical fans,East,Retail,29-03-2022,559.92
652,752,Not Converted,Dealer 3,Modular Switches,West,Small Business,13-02-2019,139.96
653,753,Not Converted,Dealer 1, Home Automation,East,Wholesale,29-05-2019,42.384
654,754,Converted,Dealer 1,MCBs,East,Retail,21-03-2019,456.588
655,755,Converted,Dealer 3, Home Automation,Central,Wholesale,16-12-2019,59.976
656,756,Not Converted,Dealer 6,Cabels ,Central,Retail,14-05-2022,194.352
657,757,Not Converted,Dealer 2,Electrical fans,East,Individual,19-05-2022,91.68
658,758,Converted,Dealer 6,Cabels ,North,Individual,08-05-2019,33.75
659,759,Converted,Dealer 2,MCBs,South,Retail,27-07-2019,3.744
660,760,Converted,Dealer 1,MCBs,West,Retail,22-07-2022,64.96
661,761,Converted,Dealer 4,MCBs,East,Individual,15-05-2019,595.38
662,762,Not Converted,Dealer 4,Electrical fans,South,Wholesale,09-02-2019,62.4
663,763,Converted,Dealer 6,Modular Switches,Central,Individual,30-10-2019,271.992
664,764,Converted,Dealer 3, Home Automation,Central,Retail,09-08-2019,34.95
665,765,Converted,Dealer 2, Home Automation,East,Wholesale,20-07-2022,152
666,766,Not Converted,Dealer 4, Home Automation,North,Retail,29-07-2019,116.76
667,767,Converted,Dealer 6, Home Automation,East,Enterprise,23-09-2019,7.434
668,768,Not Converted,Dealer 3, Home Automation,West,Retail,21-06-2019,182.67
669,769,Not Converted,Dealer 5,Modular Switches,South,Individual,10-09-2022,101.7
670,770,Not Converted,Dealer 3,Cabels ,North,Small Business,06-09-2022,242.176
671,771,Not Converted,Dealer 1,Electrical fans,East,Individual,15-03-2022,31.96
672,772,Not Converted,Dealer 6,Cabels ,West,Individual,30-09-2022,17.31
673,773,Not Converted,Dealer 3,Cabels ,West,Wholesale,17-03-2019,16.74
674,774,Converted,Dealer 6, Home Automation,North,Enterprise,28-11-2022,629.95
675,775,Converted,Dealer 1, Home Automation,West,Wholesale,03-12-2019,415.176
676,776,Converted,Dealer 5,Modular Switches,West,Retail,13-08-2019,165.6
677,777,Converted,Dealer 4,Electrical fans,West,Small Business,02-04-2022,115.84
678,778,Not Converted,Dealer 1,MCBs,West,Individual,26-04-2022,104.184
679,779,Converted,Dealer 2,Cabels ,East,Small Business,19-11-2019,72.42
680,780,Converted,Dealer 2,MCBs,North,Small Business,28-02-2019,59.7
681,781,Converted,Dealer 4,Electrical fans,South,Retail,10-03-2019,35.232
682,782,Converted,Dealer 4,Cabels ,South,Retail,10-01-2019,24.704
683,783,Converted,Dealer 3,MCBs,West,Small Business,23-12-2022,14.52
684,784,Converted,Dealer 5,MCBs,East,Individual,15-07-2022,1649.95
685,785,Converted,Dealer 4,Modular Switches,West,Retail,25-11-2022,542.646
686,786,Not Converted,Dealer 2,Electrical fans,West,Individual,19-12-2022,111.9
687,787,Not Converted,Dealer 3,Electrical fans,East,Retail,01-09-2019,29.98
688,788,Not Converted,Dealer 1,Electrical fans,Central,Individual,03-11-2019,113.79
689,789,Not Converted,Dealer 3,Cabels ,North,Individual,25-01-2022,78.15
690,790,Converted,Dealer 3,Modular Switches,South,Enterprise,09-11-2022,15.528
